EC	description	uniprot	transferred
1.14.13.152	Geraniol 8-hydroxylase.	Q8VWZ7 D1MI46	False
1.14.13.153	(+)-sabinene 3-hydroxylase.		False
1.14.13.154	Erythromycin 12 hydroxylase.	P48635	False
1.14.13.155	Alpha-pinene monooxygenase.		False
1.14.13.156	1,8-cineole 2-endo-monooxygenase.	Q8VQF6	False
1.14.13.157	Transferred entry: 1.14.14.56	P08684	True
1.14.13.158	Amorpha-4,11-diene 12 monooxygenase.	Q1PS23	False
1.14.13.159	Transferred entry: 1.14.14.24	Q6VVX0 Q6VVW9	True
1.14.13.16	Cyclopentanone monooxygenase.	Q8GAW0	False
1.14.13.160	(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase.	H3JQW0	False
1.14.13.161	(+)-camphor 6-exo-hydroxylase.		False
1.14.13.162	2,5-diketocamphane 1,2-monooxygenase.	Q6STM1	False
1.14.13.163	6-hydroxy-3-succinoylpyridine 3-monooxygenase.	B1N1A2 F8G0M4	False
1.14.13.164	Transferred entry: 1.13.11.65	Q9VFS2 A8Y9I2	True
1.14.13.165	Transferred entry: 1.14.14.47	O34453 Q9RR97 Q5HEK7 P0A092 P0A093 Q6GFE2 Q6G818 P0A004 P0A094	True
1.14.13.166	4-nitrocatechol 4-monooxygenase.	Q6F4M8 Q6F4M9	False
1.14.13.167	4-nitrophenol 4-monooxygenase.	C1I201	False
1.14.13.168	Indole-3-pyruvate monooxygenase.	Q9FVQ0 Q9LPL3 Q9SZY8 Q9SVQ1 O23024 Q9LFM5 Q9LKC0 Q8VZ59 O49312 Q9SVU0 O64489	False
1.14.13.169	Transferred entry: 1.14.18.5	Q0II71 G5EC63 Q6QHC5 Q8R2F2 Q564G3 Q8VYI1 Q9AST3	True
1.14.13.17	Transferred entry: 1.14.14.23	P46634 P22680 Q64505 O46491 P51542 P18125	True
1.14.13.170	Pentalenolactone D synthase.	E3VWK3 E3VWI7	False
1.14.13.171	Neopentalenolactone D synthase.	Q82IY8	False
1.14.13.172	Salicylate 5-hydroxylase.	O52379 O52380	False
1.14.13.173	11-oxo-beta-amyrin 30-oxidase.	H1A988 H1A981	False
1.14.13.174	Averantin hydroxylase.	Q12732 M2YJD1	False
1.14.13.175	Aflatoxin B synthase.	O13345 A0A0D9MRV9 P0CT93 B8NHY4	False
1.14.13.176	Tryprostatin B 6-hydroxylase.	B9WZX1 Q4WAW5 A1DA60	False
1.14.13.177	Fumitremorgin C monooxygenase.	B9WZX6 Q4WAX0 A1DA65	False
1.14.13.178	Methylxanthine N(1)-demethylase.	H9N289	False
1.14.13.179	Methylxanthine N(3)-demethylase.	H9N290	False
1.14.13.18	4-hydroxyphenylacetate 1-monooxygenase.		False
1.14.13.180	Aklavinone 12-hydroxylase.	P72495 Q54530 P32009	False
1.14.13.181	13-deoxydaunorubicin hydroxylase.	Q93MI2 Q9ZAU3 Q59971	False
1.14.13.182	2-heptyl-3-hydroxy-4(1H)-quinolone synthase.	Q02N79 Q9I0Q0	False
1.14.13.183	Dammarenediol 12-hydroxylase.	H2DH16	False
1.14.13.184	Protopanaxadiol 6-hydroxylase.	I7CT85	False
1.14.13.185	Pikromycin synthase.	O87605	False
1.14.13.186	20-oxo-5-O-mycaminosyltylactone 23-monooxygenase.	Q9ZHQ1	False
1.14.13.187	L-evernosamine nitrososynthase.		False
1.14.13.188	6-deoxyerythronolide B hydroxylase.	Q00441	False
1.14.13.189	5-methyl-1-naphthoate 3-hydroxylase.	B4XY99	False
1.14.13.19	Taxifolin 8-monooxygenase.		False
1.14.13.190	Ferruginol synthase.	S4UX02	False
1.14.13.191	Transferred entry: 1.14.14.70	Q0DBF4	True
1.14.13.192	Oryzalexin E synthase.	Q6YTF5 Q6Z5I7	False
1.14.13.193	Oryzalexin D synthase.	Q6YTF1	False
1.14.13.194	Phylloquinone omega-hydroxylase.	P78329 Q9HBI6	False
1.14.13.195	L-ornithine N(5)-monooxygenase (NADPH).	O51940 Q51548	False
1.14.13.196	L-ornithine N(5)-monooxygenase (NAD(P)H).	E9QYP0 Q2TZB2 G5EB76 Q9P7T0 P56584	False
1.14.13.197	Dihydromonacolin L hydroxylase.	Q9Y7C8 Q3S2T8	False
1.14.13.198	Monacolin L hydroxylase.	Q9Y7C8 Q3S2T8	False
1.14.13.199	Docosahexaenoic acid omega-hydroxylase.	Q08477 Q6ZWL3 Q9DBW0 Q5RCN6 A2RRT9	False
1.14.13.2	4-hydroxybenzoate 3-monooxygenase.	Q03298 P20586 P00438	False
1.14.13.20	2,4-dichlorophenol 6-monooxygenase.	P27138 Q8KN28	False
1.14.13.200	Tetracenomycin A2 monooxygenase-diooxygenase.		False
1.14.13.201	Beta-amyrin 28-monooxygenase.		False
1.14.13.202	Methyl farnesoate epoxidase.	Q6R7M4	False
1.14.13.203	Farnesoate epoxidase.	C0SPF7	False
1.14.13.204	Long-chain acyl-CoA omega-monooxygenase.	B3RFJ6	False
1.14.13.205	Long-chain fatty acid omega-monooxygenase.	Q9C788 P48422 P20816 P14579 P14580 P14581 O88833 P08516 Q02928 O35728 P20817 Q5TCH4 Q8SPK1 Q8SPK0	False
1.14.13.206	Laurate 7-monooxygenase.	Q9LNJ4 Q7EZR4	False
1.14.13.207	Transferred entry: 1.14.14.31		True
1.14.13.208	Benzoyl-CoA 2,3-epoxidase.	Q9AIX6 Q9AIX7	False
1.14.13.209	Salicyloyl-CoA 5-hydroxylase.	Q7X281	False
1.14.13.21	Flavonoid 3'-monooxygenase.	Q7G602 Q8LM92 Q9SD85 Q9SBQ9	False
1.14.13.210	4-methyl-5-nitrocatechol 5-monooxygenase.	Q2PWU9	False
1.14.13.211	Rifampicin monooxygenase.		False
1.14.13.212	1,3,7-trimethyluric acid 5-monooxygenase.		False
1.14.13.213	Bursehernin 5'-monooxygenase.		False
1.14.13.214	(-)-4'-demethyl-deoxypodophyllotoxin 4-hydroxylase.		False
1.14.13.215	Protoasukamycin 4-monooxygenase.		False
1.14.13.216	Asperlicin C monooxygenase.	P0DOW1	False
1.14.13.217	Protodeoxyviolaceinate monooxygenase.	Q9S3U8	False
1.14.13.218	5-methylphenazine-1-carboxylate 1-monooxygenase.	Q9HWG9	False
1.14.13.219	Resorcinol 4-hydroxylase (NADPH).		False
1.14.13.22	Cyclohexanone monooxygenase.	P12015	False
1.14.13.220	Resorcinol 4-hydroxylase (NADH).		False
1.14.13.221	Cholest-4-en-3-one 26-monooxygenase  ((25R)-3-oxocholest-4-en-26-oateforming).	P0A517 P9WPP2 P9WPP3 A0R4Q6 P9WPL4 P9WPL5	False
1.14.13.222	Aurachin C monooxygenase/isomerase.	H1ZZA4	False
1.14.13.223	3-hydroxy-4-methyl-anthranilyl-[aryl-carrier protein] 5-monooxygenase.		False
1.14.13.224	Violacein synthase.	Q9S3U9	False
1.14.13.225	F-actin monooxygenase.	F1RA39 F1QH17 F1QWK4 F1MH07 E7F9T0 Q8TDZ2 Q8VDP3 D3ZBP4 F1MF74 O94851 Q8BML1 D4A1F2 F6QZ15 G3MWR8 Q7RTP6 Q8CJ19 Q86BA1	False
1.14.13.226	Acetone monooxygenase (methyl acetate-forming).		False
1.14.13.227	Propane 2-monooxygenase.	E9RFS9 A0QTU8 E9RFT1 I7FA35 Q768T5 Q0SJK9 Q768T3 Q0SJK7	False
1.14.13.228	Jasmomic acid 12-hydroxylase.		False
1.14.13.229	Tert-butanol monooxygenase.		False
1.14.13.23	3-hydroxybenzoate 4-monooxygenase.	Q6SSJ6	False
1.14.13.230	Butane monooxygenase (soluble).		False
1.14.13.231	Tetracycline 11a-monooxygenase.		False
1.14.13.232	6-methylpretetramide 4-monooxygenase.	Q3S8R0 Q3S8Q4	False
1.14.13.233	4-hydroxy-6-methylpretetramide 12a-monooxygenase.	Q3S8Q4	False
1.14.13.234	12-dehydrotetracycline 5-monooxygenase.	L8EUQ6	False
1.14.13.235	Indole-3-acetate monooxygenase.		False
1.14.13.236	Toluene 4-monooxygenase.	Q00456 Q00457 Q00460	False
1.14.13.237	Aliphatic glucosinolate S-oxygenase.	Q9SS04 Q94K43 Q9SXE1 Q93Y23 A8MRX0	False
1.14.13.238	Dimethylamine monooxygenase.		False
1.14.13.239	Carnitine monooxygenase.		False
1.14.13.24	3-hydroxybenzoate 6-monooxygenase.	Q9F131 Q0QFQ1 Q8NLB6 Q5EXK1 Q3S4B7	False
1.14.13.25	Methane monooxygenase (soluble).	P22869 P27353 P18798 P27354 P11987 P27355 P22868 Q53563	False
1.14.13.26	Transferred entry: 1.14.18.4	Q41131	True
1.14.13.27	4-aminobenzoate 1-monooxygenase.		False
1.14.13.28	3,9-dihydroxypterocarpan 6A-monooxygenase.	Q42798	False
1.14.13.29	4-nitrophenol 2-monooxygenase.	Q6F4M8 Q6F4M9 Q8RQQ0	False
1.14.13.30	Leukotriene-B(4) 20-monooxygenase.	P78329 Q08477 Q99N16 Q3MID2 Q9EP75	False
1.14.13.31	2-nitrophenol 2-monooxygenase.		False
1.14.13.32	Albendazole monooxygenase (flavin-containing).		False
1.14.13.33	4-hydroxybenzoate 3-monooxygenase (NAD(P)H).	C4TP09	False
1.14.13.34	Leukotriene-E(4) 20-monooxygenase.		False
1.14.13.35	Anthranilate 3-monooxygenase (deaminating).		False
1.14.13.36	5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase.		False
1.14.13.37	Methyltetrahydroprotoberberine 14-monooxygenase.	L7X3S1	False
1.14.13.38	Anhydrotetracycline 6-monooxygenase.	Q58PK7 L8EUQ6	False
1.14.13.39	Nitric-oxide synthase (NADPH).	Q66GP9 P29475 Q9Z0J4 O19132 P29476 Q29498 Q27995 O62699 Q28314 Q92037 O54705 Q90703 P35228 O46660 P29477 Q92091 P79290 O19114 Q06518 P29473 Q9TUX8 P97270 P29474 P70313 Q28969 Q62600 P79209 B1B557 O61608 Q8T8C0 Q27571 O61309 Q6YPG5 Q26240 Q9I9M2	False
1.14.13.4	Melilotate 3-monooxygenase.		False
1.14.13.40	Anthraniloyl-CoA monooxygenase.		False
1.14.13.41	Transferred entry: 1.14.14.36	Q43135	True
1.14.13.42	Deleted entry.		False
1.14.13.43	Questin monooxygenase.		False
1.14.13.44	2-hydroxybiphenyl 3-monooxygenase.		False
1.14.13.45	Transferred entry: 1.14.18.2	Q95V11 Q9WV23 Q6GML1 Q8MJC8 Q9TUJ2 Q61419 Q8MJD0 O97598 O19074 Q8MJC6 Q8AVF5	True
1.14.13.46	(-)-menthol monooxygenase.		False
1.14.13.47	(S)-limonene 3-monooxygenase.	Q9XHE7 Q9XHE6 Q6WKY9 Q6IV13	False
1.14.13.48	Transferred entry: 1.14.14.51	Q6WKZ1 Q9XHE8 P11712 P33261 O85057	True
1.14.13.49	Transferred entry: 1.14.14.52	P11712 P33261 O85057	True
1.14.13.5	Imidazoleacetate 4-monooxygenase.		False
1.14.13.50	Pentachlorophenol monooxygenase.	P42535	False
1.14.13.51	6-oxocineole dehydrogenase.		False
1.14.13.52	Isoflavone 3'-hydroxylase.	Q6WNQ9	False
1.14.13.53	4'-methoxyisoflavone 2'-hydroxylase.	Q6WNR0	False
1.14.13.54	Ketosteroid monooxygenase.		False
1.14.13.55	Protopine 6-monooxygenase.	F2Z9C1 L7X0L7	False
1.14.13.56	Dihydrosanguinarine 10-monooxygenase.		False
1.14.13.57	Dihydrochelirubine 12-monooxygenase.		False
1.14.13.58	Benzoyl-CoA 3-monooxygenase.		False
1.14.13.59	L-lysine N(6)-monooxygenase (NADPH).	P11295 Q7TYQ9 Q73XY8 Q1B6B3 P9WKF6 P9WKF7	False
1.14.13.6	Orcinol 2-monooxygenase.		False
1.14.13.60	Transferred entry: 1.14.14.29	O75881 Q60991 Q63688	True
1.14.13.61	2-hydroxyquinoline 8-monooxygenase.		False
1.14.13.62	4-hydroxyquinoline 3-monooxygenase.		False
1.14.13.63	3-hydroxyphenylacetate 6-hydroxylase.	Q078T0	False
1.14.13.64	4-hydroxybenzoate 1-hydroxylase.		False
1.14.13.65	Deleted entry.		False
1.14.13.66	2-hydroxycyclohexanone 2-monooxygenase.		False
1.14.13.67	Transferred entry: 1.14.14.55	P08684	True
1.14.13.68	Transferred entry: 1.14.14.37	O48958	True
1.14.13.69	Alkene monooxygenase.	O87082 Q9ZET6 Q9ZET3	False
1.14.13.7	Phenol 2-monooxygenase (NADPH).	P19729 Q7WTJ6 P19730 P19731 P19732 P19733 Q7WTJ2 P19734 P31020 P15245 Q01551	False
1.14.13.70	Sterol 14-alpha-demethylase.	Q9SAA9 Q4PJW3 Q16850 Q4R8S6 Q8K0C4 O46420 Q5RE72 Q64654 Q759W0 P10613 P50859 P14263 Q9UVC3 Q1ZXH9 Q5UQI3 P0A513 P9WPP8 P9WPP9 Q5IZM4 Q12664 Q02315 Q09736 P93846 Q7Z1V1 O14442 P49602 P93596 P10614 Q1JPY5	False
1.14.13.71	N-methylcoclaurine 3'-monooxygenase.	O64899 Q9FXW4 O64900 Q9SP06	False
1.14.13.72	Transferred entry: 1.14.18.9	Q5ZLL6 Q7ZW77 Q15800 Q4R4Q4 Q9CRA4 Q6UGB2 Q5R574 O35532 Q55D52 Q55D54 O59933 Q9UUH4 P53045 Q8L7W5 Q1EC69 F4JLZ6 Q9ZW22 Q8VWZ8	True
1.14.13.73	Tabersonine 16-hydroxylase.	P98183 U5HKE8	False
1.14.13.74	7-deoxyloganin 7-hydroxylase.		False
1.14.13.75	Vinorine hydroxylase.		False
1.14.13.76	Taxane 10-beta-hydroxylase.	Q9AXM6	False
1.14.13.77	Taxane 13-alpha-hydroxylase.	Q8W4T9	False
1.14.13.78	Ent-kaurene oxidase.	Q5Z5R4 S0E3D0 Q93ZB2 O94142 Q701P2	False
1.14.13.79	Ent-kaurenoic acid oxidase.	O23051 Q9AXH9 Q9C5Y2 Q5VRM7	False
1.14.13.8	Flavin-containing monooxygenase.	Q95LA2 P49328 Q01740 P50285 P16549 P17636 P36365 P36366 Q8HZ69 Q99518 Q28505 Q8K2I3 Q8HZ70 Q5REK0 P17635 Q6IRI9 Q8HYJ9 Q95LA1 P31513 Q8SPQ7 P97501 Q7YS44 P32417 Q9EQ76 P31512 Q8VHG0 P36367 Q8K4B7 P49109 P49326 P97872 Q04799 Q8K4C0 O60774	False
1.14.13.80	Transferred entry: 1.14.14.53	P11712 P33261	True
1.14.13.81	Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase.	Q8YX57 P72584 Q8DJ05 Q8YVU4 P74134 Q8DI68 Q8YRZ2 A5EQ73 A4YNQ1 Q9TLR8 Q85FX6 Q7NFA1 Q6B8U1 P51277 A3PD22 A8G4Z1 A2CDU0 A9BAI8 A2BWG6 Q31AS9 Q7VBV0 Q7V3Y9 Q7V1M1 A2BR98 Q1XDK9 Q2ISZ6 Q6N9J7 Q132P2 B3Q7D4 P0DJN9 I0HUK7 Q31LY2 Q5MZZ2 A5GKR3 Q7U6Y8 A5GU20 Q0IAL0 Q3AK18 Q118B4 Q9M591 Q9LD46 Q945B7 Q6SJV8 Q5EFU4 Q9AR22	False
1.14.13.82	Vanillate monooxygenase.	P12609 O05616	False
1.14.13.83	Precorrin-3B synthase.	P21637	False
1.14.13.84	4-hydroxyacetophenone monooxygenase.	Q93TJ5	False
1.14.13.85	Glyceollin synthase.		False
1.14.13.86	Transferred entry: 1.14.13.136	Q9SWR5 Q9SXS3 G4XV71	True
1.14.13.87	Licodione synthase.	P93149	False
1.14.13.88	Flavonoid 3',5'-hydroxylase.	P48418 P37120 P48419 Q96581 Q96418 O04773 O04790	False
1.14.13.89	Isoflavone 2'-hydroxylase.	P93147	False
1.14.13.9	Kynurenine 3-monooxygenase.	A2Q9N7 A2QMH1 A2QPD9 Q86PM2 Q7Q6A7 Q751I2 A1CT23 B0Y7C3 Q4WN75 Q2UPP1 Q0CRI5 A8Y432 Q21795 Q5A7M3 Q2GQG8 P0CO49 P0CO48 Q11PP7 Q1RLY6 Q6BV21 Q54RE8 A1Z746 P0CU30 Q5B2N0 A5FMP6 A6H1P4 A0M4X2 O15229 A5IG23 Q5WY16 Q91WN4 Q1DDU6 A1DMD5 Q7S3C9 Q0V5K1 A3LNF8 Q9MZS9 Q84HF5 O88867 A8LVF4 A4XD40 B2FL98 Q4P0N0 Q8PM34 Q3BV41 Q4UT92 B0RV00 Q8PAD3 Q2P316 B2SIT6 Q5H038 Q6DIZ8 Q6C9M8 P38169	False
1.14.13.90	Transferred entry: 1.14.15.21	Q96375 Q40412 O81360 P93236 A0A0K9RDW0 Q9FGC7 C3VEQ2 Q0JCU7	True
1.14.13.91	Deoxysarpagine hydroxylase.		False
1.14.13.92	Phenylacetone monooxygenase.	Q47PU3	False
1.14.13.93	(+)-abscisic acid 8'-hydroxylase.	Q949P1 Q09J79 Q05JG2 O81077 Q09J78 Q6ZDE3 Q9FH76 A2Z212 Q0J185 Q9LJK2	False
1.14.13.94	Lithocholate 6-beta-hydroxylase.	Q64148	False
1.14.13.95	Transferred entry: 1.14.18.8	Q9UNU6 O88962 O02766	True
1.14.13.96	5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase.	Q7YRB2	False
1.14.13.97	Transferred entry: 1.14.14.57	Q9GJX5	True
1.14.13.98	Transferred entry: 1.14.14.25	Q9Y6A2 Q9WVK8	True
1.14.13.99	Transferred entry: 1.14.14.26	Q9NYL5 Q9JKJ9	True
1.14.14.1	Unspecific monooxygenase.	Q81BF4 Q9PVE8 Q98T91 Q8AXY5 Q2UNA2 Q9Y8G7 O23066 Q9LMM1 Q9CAD6 O80823 Q3LFU0 P56590 Q06367 Q92039 P79716 Q5KQT7 P04798 O42430 O42231 Q9W683 P33616 Q6GUR1 Q00557 Q92148 P00184 Q92110 Q92095 Q6JZS3 P98181 Q9YH64 Q92100 P05176 P00185 P56591 O42457 Q92116 Q3LFT9 O77810 P56592 Q64391 Q01741 Q5KQT6 P05177 O77809 Q4H4C3 P24453 P00186 Q5RBQ1 P00187 P04799 Q92109 P79760 P79761 Q16678 Q64429 Q64678 P56654 P56655 P56656 P56657 O62671 P79402 Q6XVG2 Q9D816 P33273 Q91W64 P19225 P11711 P15149 P20812 P15392 P20852 P20853 P80055 P24454 P24455 Q05555 Q05556 P56593 Q16696 P22779 P00176 P04167 P13107 P00178 P12789 P12790 P12791 P24460 P33272 Q64583 O55071 P34033 P00180 P00181 P00182 P11371 P00179 P05178 P05179 P10632 P08683 P11510 P20814 P17666 P11372 P15123 P33260 P33262 P56594 P24470 Q08078 P33263 P33264 P33265 Q64458 Q29510 Q29478 P10633 P12938 Q64680 P10635 Q2XNC9 Q2XNC8 A0A087X1C5 P11714 P24456 P12939 P24457 Q01361 Q29473 Q64403 Q29488 O18992 Q8CIM7 P10634 P24903 O18809 Q8WNE1 P24461 P10610 P05180 P20678 P52786 P51589 P51590 O54749 O54750 Q92090 O93299 O93297 Q27712 Q92088 Q96SQ9 Q9DBX6 Q0IIF9 Q7Z449 Q9CX98 Q4V8D1 Q9JMA7 Q9HB55 P04800 P05183 P20815 P80056 P11707 P24462 P33268 P51538 Q64459 P24463 Q64464 Q64417 Q64406 Q64481 Q64409 Q64581 P79152 O18993 Q29496 O09158 O42563 P79102 P79401 O70537 P10611 P24464 P13584 Q64462 P15128 P15129 P29981 Q91WL5 Q964T1 P33274 P51869 P51870 P51871 P98187 Q9HCS2 Q8N118 Q6A152 Q8K4D6 Q86W10 P13527 Q04552 Q27664 Q27756 Q27902 Q95036 Q95031 O61387 P14779 Q91X77 O08336 O08394 Q9HGE0	False
1.14.14.10	Nitrilotriacetate monooxygenase.	P54989	False
1.14.14.11	Styrene monooxygenase.	O06834 O50214	False
1.14.14.12	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase.	P9WJA0 P9WJA1 Q0S811	False
1.14.14.13	4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein]monooxygenase.	Q4H4E5 Q4H4E3	False
1.14.14.14	Aromatase.	O42145 P79690 Q29624 O73686 P79430 P79304 Q6QHT9 P46194 Q95M61 Q5QQX7 Q6YI21 P19098 P79699 O46512 P11511 Q92111 Q69FB6 P28649 P70091 Q92087 Q29605 P22443 Q9XS28 Q92112	False
1.14.14.15	(3S)-3-amino-3-(3-chloro-4-hydroxyphenyl)propanoyl-[peptidyl-carrierprotein SgcC2] monooxygenase.		False
1.14.14.16	Steroid 21-monooxygenase.	P00191 Q8WNW0 Q2LCM1 Q2LA60 P08686 Q2LA59 P03940 P15540 Q64562	False
1.14.14.17	Squalene monooxygenase.	O65404 O65727 O65402 O65726 O65403 Q9SM02 O81000 Q8VYH2 Q75F69 Q92206 O13306 Q14534 P52019 O48651 P52020 Q9C1W3 P32476	False
1.14.14.18	Heme oxygenase (biliverdin-producing).	C3PAD1 C3L7Z8 A0RJE3 Q81L50 B7JR48 Q72ZK2 B7IJU1 C1ETY1 B7HF56 B7HRI4 B9J044 Q812Q3 Q633Q1 Q9K7R6 Q6HCY5 Q5WCF2 A9VJK2 Q7AP29 C1KZZ5 Q723G7 B8DCJ3 Q92EH3 A0AFT8 O31534 P38049 O48782 Q5E9F2 P14791 P09601 P14901 Q69XJ4 P32394 Q5R7E3 P06762 P30519 Q2PG53 O70252 P43242 P23711 Q9C9L4 O70453 Q9LQC0 O73688 P71119 Q8YVS7 P72849 P74133 O78497 P51271 Q1XDL5 O19998 A0A0H2XEA6 P9WKH2 P9WKH3	False
1.14.14.19	Steroid 17-alpha-monooxygenase.	Q9GMC7 P05185 Q9N0U7 Q64410 P12394 Q9GMC8 Q95328 P05093 O73853 Q2XVA1 Q8HYM9 P70687 P27786 P30437 P70085 Q8HYN1 Q8HYN0 Q9GLD2 Q91Z85 P19100 O57525 P11715 Q29497 Q92113	False
1.14.14.20	Phenol 2-monooxygenase (FADH(2)).		False
1.14.14.21	Dibenzothiophene monooxygenase.		False
1.14.14.22	Dibenzothiophene sulfone monooxygenase.		False
1.14.14.23	Cholesterol 7-alpha-monooxygenase.	P46634 P22680 Q64505 O46491 P51542 P18125	False
1.14.14.24	Vitamin D 25-hydroxylase.	Q6VVX0 Q6VVW9	False
1.14.14.25	Cholesterol 24-hydroxylase.	Q9Y6A2 Q9WVK8	False
1.14.14.26	24-hydroxycholesterol 7-alpha-hydroxylase.	Q9NYL5 Q9JKJ9	False
1.14.14.27	Resorcinol 4-hydroxylase (FADH(2)).		False
1.14.14.29	25/26-hydroxycholesterol 7-alpha-hydroxylase.	O75881 Q60991 Q63688	False
1.14.14.3	Bacterial luciferase.	P09140 P19839 P29238 P23146 P19907 P18299 Q7N575 P24113 P24114 P07740 P09141 P19840 P29239 P23147 P19908 P18300 Q7N574 P12744 P07739	False
1.14.14.30	Isobutylamine N-monooxygenase.	P96072	False
1.14.14.31	Ipsdienol synthase.		False
1.14.14.32	17-alpha-hydroxyprogesterone deacetylase.	Q9GMC7 P05185 Q9N0U7 Q64410 P12394 Q9GMC8 Q95328 P05093 O73853 Q2XVA1 Q8HYM9 P70687 P27786 P30437 P70085 Q8HYN1 Q8HYN0 Q9GLD2 Q91Z85 P19100 O57525 P11715 Q29497 Q92113	False
1.14.14.33	Ethylenediaminetetraacetate monooxygenase.		False
1.14.14.34	Methanesulfonate monooxygenase (FMNH(2)).		False
1.14.14.35	Dimethylsulfone monooxygenase.	Q3KC85 Q65YW9	False
1.14.14.36	Tyrosine N-monooxygenase.	Q43135	False
1.14.14.37	4-hydroxyphenylacetaldehyde oxime monooxygenase.	O48958	False
1.14.14.38	Valine N-monooxygenase.	Q9M7B8 Q9M7B7	False
1.14.14.39	Isoleucine N-monooxygenase.	Q6J541 Q6J540	False
1.14.14.40	Phenylalanine N-monooxygenase.	Q9FLC8	False
1.14.14.41	(E)-2-methylbutanal oxime monooxygenase.	Q6XQ14	False
1.14.14.42	Homomethionine N-monooxygenase.	Q949U1 Q9FUY7	False
1.14.14.43	(Methylsulfanyl)alkanaldoxime N-monooxygenase.	P48421	False
1.14.14.44	Phenylacetaldehyde oxime monooxygenase.		False
1.14.14.45	Aromatic aldoxime N-monooxygenase.	O65782	False
1.14.14.46	Pimeloyl-[acyl-carrier protein] synthase.	P53554	False
1.14.14.47	Nitric-oxide synthase (flavodoxin).	O34453 Q9RR97 Q5HEK7 P0A092 P0A093 Q6GFE2 Q6G818 P0A004 P0A094	False
1.14.14.48	Jasmonoyl-L-amino acid 12-hydroxylase.	Q9FMV7 Q9SMP5	False
1.14.14.49	12-hydroxyjasmonoyl-L-amino acid 12-hydroxylase.	Q9ZUX1	False
1.14.14.5	Alkanesulfonate monooxygenase.	Q9I1C2 Q98CB9 Q98DT4 A1TRM3 Q8UAE8 C1DN48 Q65M61 P40402 A7Z2Q3 Q89ER2 Q3JSR8 Q2SVM8 Q9KHR3 A8AID7 A7MEW3 Q1LNM2 Q0K9I0 Q46ZU3 B3R2K7 A9C3F6 A7ZK27 B7UN21 B7MHP4 B7LE35 Q8XDD9 B5YT69 B7NM39 B7MS53 B7M864 C4ZQ61 B1X8N9 A7ZYN8 A1A9L2 Q0TJB9 Q8FJ93 B1IVZ6 P80645 B7N3A4 B6I909 B1LJS7 Q1RDS2 A4W8V4 D2TDP0 B2VC88 B7LNV2 B7KX11 B2JKA8 B2T3J1 Q6CYU4 C6DGK1 A1VPZ7 Q48H03 Q9HYG2 Q1IGL6 A4Y0F3 A5VX17 B0KH56 Q88R95 O85764 B1JEV9 Q87ZG3 Q9KHS2 Q4ZRE3 B2UAU3 Q8XZQ6 B3Q1C3 Q6N6K3 B3QIN8 A8GCK1 Q0T6A4 P59189 A9FK50 C5CNW9 Q8PP38 A7FDL9 Q1C1S2 B2K4U5 Q8ZB04 Q1CDQ8 A4TH89 Q665B4 B1JKC0	False
1.14.14.50	Tabersonine 3-oxygenase.	I1TEM1	False
1.14.14.51	(S)-limonene 6-monooxygenase.	Q6WKZ1 Q9XHE8 P11712 P33261 O85057	False
1.14.14.52	(S)-limonene 7-monooxygenase.	P11712 P33261 O85057	False
1.14.14.53	(R)-limonene 6-monooxygenase.	P11712 P33261	False
1.14.14.54	Phenylacetate 2-hydroxylase.	Q9Y7G5	False
1.14.14.55	Quinine 3-monooxygenase.	P08684	False
1.14.14.56	1,8-cineole 2-exo-monooxygenase.	P08684	False
1.14.14.57	Taurochenodeoxycholate 6-alpha-hydroxylase.	Q9GJX5	False
1.14.14.58	Trimethyltridecatetraene synthase.		False
1.14.14.59	Dimethylnonatriene synthase.		False
1.14.14.60	Ferruginol monooxygenase.		False
1.14.14.61	Carnosic acid synthase.		False
1.14.14.62	Salviol synthase.		False
1.14.14.63	Beta-amyrin 16-beta-monooxygenase.		False
1.14.14.64	Beta-amyrin 6-beta-monooxygenase.		False
1.14.14.65	Sugiol synthase.		False
1.14.14.66	Marmesin synthase.		False
1.14.14.67	11-hydroxysugiol 20-monooxygenase.		False
1.14.14.68	Syn-pimaradiene 3-monooxygenase.	Q0DBF4	False
1.14.14.69	Ent-cassadiene hydroxylase.	Q6YV88	False
1.14.14.8	Anthranilate 3-monooxygenase (FAD).	A4IT51	False
1.14.14.9	4-hydroxyphenylacetate 3-monooxygenase.	Q57160 Q48440 Q9HWT7 Q5SJP8 Q6Q272 Q4L1M7 A4IT51 C0SPC0	False
1.14.15.1	Camphor 5-monooxygenase.	P00183	False
1.14.15.10	(+)-camphor 6-endo-hydroxylase.		False
1.14.15.11	Pentalenic acid synthase.	Q825I8	False
1.14.15.12	Transferred entry: 1.14.14.46	P53554	True
1.14.15.13	Pulcherriminic acid synthase.	O34926	False
1.14.15.14	Methyl-branched lipid omega-hydroxylase.	P0A517 P9WPP2 P9WPP3	False
1.14.15.15	Cholestanetriol 26-monooxygenase.	Q02318 Q9DBG1 P17177 P17178 O46658 C4B644 H2KYS3	False
